word,group,count
good,1,101
great,1,94
important,2,90
large,2,84
recent,2,84
undergraduate,3,72
human,3,71
big,3,70
high,3,68
interested,4,66
early,4,62
full,4,59
recently,4,58
social,5,57
real,5,56
back,5,54
academic,5,53
long,6,50
deep,6,49
