word,group,count
facebook,1,249
company,1,204
google,1,192
data,2,186
information,2,178
people,2,151
surveillance,2,145
government,3,137
privacy,3,133
intercept,3,130
search,3,125
police,4,119
law,4,106
rights,4,103
users,4,102
human,5,96
china,5,96
public,5,94
technology,5,93
access,6,92
security,6,88
