word,group,count
work,1,109
provide,2,98
include,2,97
make,2,91
call,3,79
accord,3,68
show,3,58
target,4,56
find,4,56
give,4,48
obtain,5,48
reveal,5,46
create,5,46
track,6,45
sell,6,44
write,6,41
design,7,38
