word,group,count
make,1,148
build,1,121
provide,1,101
create,2,68
include,2,60
enable,2,59
work,3,51
grow,3,49
lead,3,45
connect,3,44
offer,4,41
give,4,40
find,4,39
design,4,33
base,5,31
deliver,5,31
bring,5,31
manage,5,30
sell,6,29
